ROCO_ID,PMC_ID,Keywords,Caption,keyword_label,matched_keywords,split,sample_id,caption,keywords,label,image_path,image_exists,caption_len,pair_id
ROCO_53336,PMC4288840_ajcr-6-9.f1.jpg,"different,intestine,complete,figure,radiograph,opacification,large,obstruction,abdominal,rectum,multiple,calcified,size", Figure 1: Abdominal radiograph showing multiple opacification of different sizes scattered throughout the large intestine. The rectum is fully calcified showing complete obstruction.,xray_radiograph,radiograph,train,ROCO_53336,Figure 1: Abdominal radiograph showing multiple opacification of different sizes scattered throughout the large intestine. The rectum is fully calcified showing complete obstruction.,"different,intestine,complete,figure,radiograph,opacification,large,obstruction,abdominal,rectum,multiple,calcified,size",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4288840_ajcr-6-9.f1.jpg,True,182,train_024841
ROCO_45850,PMC5287996_aml-23-219-g002.jpg,"placenta,doppler,abdominal,variou,irregular,space,wall,image,probe,flow,bladder,heterogeneou,ultrasound,posterior,blood,lacunar,active,size,present,mode", An ultrasound image in Doppler mode. Abdominal probe. Lacunar spaces (L) of various size and irregular are present in the placenta (P). The posterior wall of the bladder (B) is convex. An active heterogeneous blood flow (V) is observed near the bladder and in the placenta,ultrasound,ultrasound,train,ROCO_45850,An ultrasound image in Doppler mode. Abdominal probe. Lacunar spaces (L) of various size and irregular are present in the placenta (P). The posterior wall of the bladder (B) is convex. An active heterogeneous blood flow (V) is observed near the bladder and in the placenta,"placenta,doppler,abdominal,variou,irregular,space,wall,image,probe,flow,bladder,heterogeneou,ultrasound,posterior,blood,lacunar,active,size,present,mode",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5287996_aml-23-219-g002.jpg,True,272,train_021358
ROCO_05462,PMC4528867_10.1177_2324709614528903-fig3.jpg,"case,ultrasound,examination", Ultrasound examination of case 2.,ultrasound,ultrasound,train,ROCO_05462,Ultrasound examination of case 2.,"case,ultrasound,examination",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4528867_10.1177_2324709614528903-fig3.jpg,True,33,train_002529
ROCO_01133,PMC5439250_CRIID2017-1489210.004.jpg,"followup,turcica,normal,sella,discrete,enhancement,heterogenou,size,pituitary,mri", MRI of sella turcica at 10-month follow-up (May 2015): normal pituitary size with discrete heterogenous enhancement.,mri,mri,train,ROCO_01133,MRI of sella turcica at 10-month follow-up (May 2015): normal pituitary size with discrete heterogenous enhancement.,"followup,turcica,normal,sella,discrete,enhancement,heterogenou,size,pituitary,mri",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5439250_CRIID2017-1489210.004.jpg,True,116,train_000558
ROCO_80264,PMC3298221_wjem-13-01-17w-f02.jpg,"lobe,frontal,magnetic,brain,imaging,resonance,contusion", Magnetic resonance imaging of the brain showing frontal lobe contusions.,mri,"magnetic,resonance,magnetic resonance",train,ROCO_80264,Magnetic resonance imaging of the brain showing frontal lobe contusions.,"lobe,frontal,magnetic,brain,imaging,resonance,contusion",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3298221_wjem-13-01-17w-f02.jpg,True,72,train_037359
ROCO_47147,PMC3976660_PAMJ-16-66-g001.jpg,"nerve,optic,metastasi,magnetic,len,brain,mri,resonance,dislocation", Brain magnetic resonance imaging (MRI) showing metastasis of the optic nerve associated with a lens dislocation,mri,"mri,magnetic,resonance,magnetic resonance",train,ROCO_47147,Brain magnetic resonance imaging (MRI) showing metastasis of the optic nerve associated with a lens dislocation,"nerve,optic,metastasi,magnetic,len,brain,mri,resonance,dislocation",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3976660_PAMJ-16-66-g001.jpg,True,111,train_021939
ROCO_32640,PMC3636927_JISP-17-104-g010.jpg,"radiographic,month,osseou,defect,fill", Radiographic osseous defect fill after 6 months,xray_radiograph,radiographic,train,ROCO_32640,Radiographic osseous defect fill after 6 months,"radiographic,month,osseou,defect,fill",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3636927_JISP-17-104-g010.jpg,True,47,train_015126
ROCO_74186,PMC4973906_pntd.0004849.g003.jpg,"multiple,scan,thickwalled,pocket,ultrasound,echogenic,subcutaneou,grain,oedema,minimal"," Ultrasound scan showing multiple thick-walled pockets containing multiple echogenic grains, with minimal subcutaneous oedema.",ultrasound,ultrasound,train,ROCO_74186,"Ultrasound scan showing multiple thick-walled pockets containing multiple echogenic grains, with minimal subcutaneous oedema.","multiple,scan,thickwalled,pocket,ultrasound,echogenic,subcutaneou,grain,oedema,minimal",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4973906_pntd.0004849.g003.jpg,True,125,train_034565
ROCO_37230,PMC4495085_jcen-17-113-g002.jpg,"anterior,right,third,cerebral,presentation,bifurcation,second,mca,middle,anteriorposterior,clinical,aneurysm,arrow,carotid,artery,injection,view,angiogram,suspected,first"," Anterior-posterior view of a right carotid injection angiogram. From right to left, the first arrow indicates a right-filling anterior communicating artery aneurysm. The second arrow indicates a M1 aneurysm. The third arrow indicates a middle cerebral artery (MCA) bifurcation aneurysm. The MCA bifurcation aneurysm was the suspected ruptured aneurysm based on the clinical presentation.",angiography,angiogram,train,ROCO_37230,"Anterior-posterior view of a right carotid injection angiogram. From right to left, the first arrow indicates a right-filling anterior communicating artery aneurysm. The second arrow indicates a M1 aneurysm. The third arrow indicates a middle cerebral artery (MCA) bifurcation aneurysm. The MCA bifurcation aneurysm was the suspected ruptured aneurysm based on the clinical presentation.","anterior,right,third,cerebral,presentation,bifurcation,second,mca,middle,anteriorposterior,clinical,aneurysm,arrow,carotid,artery,injection,view,angiogram,suspected,first",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4495085_jcen-17-113-g002.jpg,True,387,train_017288
ROCO_44955,PMC4991172_JPN-11-163-g003.jpg,"right,mediastinal,scan,shift,chest,axial,massive,chylothorax,tomography", Axial computed tomography scan of the chest shows massive right chylothorax with mediastinal shift,ct,"tomography,computed tomography",train,ROCO_44955,Axial computed tomography scan of the chest shows massive right chylothorax with mediastinal shift,"right,mediastinal,scan,shift,chest,axial,massive,chylothorax,tomography",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4991172_JPN-11-163-g003.jpg,True,98,train_020939
ROCO_10653,PMC3291453_05-1044-F.jpg,"angiography,right,patient,aorta,femoral,iliac,internal,involvement,common,artery", Femoral angiography of patient 1 demonstrating involvement of the right common iliac artery upward to the aorta and extending to the left internal iliac artery.,angiography,angiography,train,ROCO_10653,Femoral angiography of patient 1 demonstrating involvement of the right common iliac artery upward to the aorta and extending to the left internal iliac artery.,"angiography,right,patient,aorta,femoral,iliac,internal,involvement,common,artery",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3291453_05-1044-F.jpg,True,160,train_004945
ROCO_43695,PMC4204268_JMAS-10-213-g001.jpg,"mas,abdoman,adrenal,magnetic,resonance", Magnetic resonance imaging abdomen showing the adrenal mass,mri,"magnetic,resonance,magnetic resonance",train,ROCO_43695,Magnetic resonance imaging abdomen showing the adrenal mass,"mas,abdoman,adrenal,magnetic,resonance",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4204268_JMAS-10-213-g001.jpg,True,59,train_020355
ROCO_79760,PMC4293849_AMS-4-211-g004.jpg,"picture,window,tissue,soft,tomographyscan", Computed tomography-scan soft tissue window picture,ct,"tomography,computed tomography",train,ROCO_79760,Computed tomography-scan soft tissue window picture,"picture,window,tissue,soft,tomographyscan",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4293849_AMS-4-211-g004.jpg,True,51,train_037116
ROCO_58003,PMC4568643_EUS-4-266-g004.jpg,"repeat,lesion,year,growth,radial,new,cystic,change,endoscopic"," Repeat radial endoscopic ultrasound exam (2 years later): Growth of the lesion, with new cystic changes",ultrasound,ultrasound,train,ROCO_58003,"Repeat radial endoscopic ultrasound exam (2 years later): Growth of the lesion, with new cystic changes","repeat,lesion,year,growth,radial,new,cystic,change,endoscopic",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4568643_EUS-4-266-g004.jpg,True,103,train_027013
ROCO_20234,PMC3097682_biij-03-e42-g04.jpg,"arrow,particle,aspiration,needle,ultrasound,transoesophageal,hyperechoic,cyst,fine,endoscopic", Endoscopic transoesophageal ultrasound guided fine needle aspiration (arrow - hyperechoic particles within cyst),ultrasound,ultrasound,train,ROCO_20234,Endoscopic transoesophageal ultrasound guided fine needle aspiration (arrow - hyperechoic particles within cyst),"arrow,particle,aspiration,needle,ultrasound,transoesophageal,hyperechoic,cyst,fine,endoscopic",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3097682_biij-03-e42-g04.jpg,True,112,train_009396
ROCO_56232,PMC2998008_jksc-26-298-g001.jpg,"simple,xray,abdominal,room,emergency", Simple abdominal X-ray taken in an Emergency Room.,xray_radiograph,"xray,x ray",train,ROCO_56232,Simple abdominal X-ray taken in an Emergency Room.,"simple,xray,abdominal,room,emergency",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2998008_jksc-26-298-g001.jpg,True,50,train_026190
ROCO_47282,PMC3249821_MEAJO-18-320-g004.jpg,"angiography,hypofluorescent,arrowhead,optic,area,temporal,due,late,discretinal,arrow,phase,artery,super,leakage,inferior", Fluorescein angiography (late phase) depicts a hypofluorescent area (arrow) due to non-filling of the super temporal artery and leakage of inferior optic disc-retinal arteries (arrowheads),angiography,angiography,train,ROCO_47282,Fluorescein angiography (late phase) depicts a hypofluorescent area (arrow) due to non-filling of the super temporal artery and leakage of inferior optic disc-retinal arteries (arrowheads),"angiography,hypofluorescent,arrowhead,optic,area,temporal,due,late,discretinal,arrow,phase,artery,super,leakage,inferior",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3249821_MEAJO-18-320-g004.jpg,True,188,train_022007
ROCO_21366,PMC4772417_IJSS-10-44-g003.jpg,"proximal,fragment,distal,lateral,displacement,twopart,xray,cortex,fracture,anteroposterior,humeru,plain"," Plain anteroposterior X-ray of the two-part proximal humerus fracture. Notice the lateral displacement of the distal fragment, further than the lateral cortex of the proximal fragment",xray_radiograph,"xray,x ray,anteroposterior",train,ROCO_21366,"Plain anteroposterior X-ray of the two-part proximal humerus fracture. Notice the lateral displacement of the distal fragment, further than the lateral cortex of the proximal fragment","proximal,fragment,distal,lateral,displacement,twopart,xray,cortex,fracture,anteroposterior,humeru,plain",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4772417_IJSS-10-44-g003.jpg,True,183,train_009932
ROCO_44933,PMC5251254_iort-88-10.F03.jpg,"anteversion,cup,radiograph,dd,radiographic,component,axi,ap,acetabular,short,etal,asin1,ellipse", Radiographic cup anteversion as calculated using an AP radiograph (Abdel et al. 2016). d: short axis of the ellipse of the acetabular component; D: long axis of the ellipse of the acetabular component. Anteversion (A) is calculated as: A = sin−1 (d/D).,xray_radiograph,"radiograph,radiographic",train,ROCO_44933,Radiographic cup anteversion as calculated using an AP radiograph (Abdel et al. 2016). d: short axis of the ellipse of the acetabular component; D: long axis of the ellipse of the acetabular component. Anteversion (A) is calculated as: A = sin−1 (d/D).,"anteversion,cup,radiograph,dd,radiographic,component,axi,ap,acetabular,short,etal,asin1,ellipse",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5251254_iort-88-10.F03.jpg,True,252,train_020928
ROCO_21164,PMC3511498_pone.0050234.g003.jpg,"arrow,hypoechoic,image,visible,ultrasound,capsule,infiltrative,thin,hyperechoic,perineal,line,lipomaan,lipoma"," Ultrasound image of perineal lipoma.An infiltrative perineal lipoma, ultrasonographically appearing hypoechoic and multilobulated because of thin hyperechoic lines; a thin limiting capsule is visible (arrows).",ultrasound,ultrasound,train,ROCO_21164,"Ultrasound image of perineal lipoma.An infiltrative perineal lipoma, ultrasonographically appearing hypoechoic and multilobulated because of thin hyperechoic lines; a thin limiting capsule is visible (arrows).","arrow,hypoechoic,image,visible,ultrasound,capsule,infiltrative,thin,hyperechoic,perineal,line,lipomaan,lipoma",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3511498_pone.0050234.g003.jpg,True,209,train_009837
ROCO_40213,PMC2478651_1477-7800-5-17-1.jpg,"gastroduodenal,origin,right,pseudoaneurysm,hepatic,hemihepatectomy,infusion,celiac,arrow,chemotherapy,proper,artery,catheter,next,angiogram"," Celiac angiogram. The celiac angiogram shows a pseudoaneurysm (arrow) of the proper hepatic artery located next to the origin of the gastroduodenal artery, which is occluded by the chemotherapy infusion catheter (arrowheads). The right hepatic artery is missing after hemihepatectomy.",angiography,angiogram,train,ROCO_40213,"Celiac angiogram. The celiac angiogram shows a pseudoaneurysm (arrow) of the proper hepatic artery located next to the origin of the gastroduodenal artery, which is occluded by the chemotherapy infusion catheter (arrowheads). The right hepatic artery is missing after hemihepatectomy.","gastroduodenal,origin,right,pseudoaneurysm,hepatic,hemihepatectomy,infusion,celiac,arrow,chemotherapy,proper,artery,catheter,next,angiogram",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2478651_1477-7800-5-17-1.jpg,True,284,train_018726
ROCO_72813,PMC3767060_10.1177_2042533313476687-fig2.jpg,"mas,magnetic,tissue,enteroclysi,resonance,soft", Magnetic resonance enteroclysis showing a 3.3 × 3.8 soft tissue mass.,mri,"magnetic,resonance,magnetic resonance",train,ROCO_72813,Magnetic resonance enteroclysis showing a 3.3 × 3.8 soft tissue mass.,"mas,magnetic,tissue,enteroclysi,resonance,soft",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3767060_10.1177_2042533313476687-fig2.jpg,True,69,train_033927
ROCO_19755,PMC3673965_opth-7-973f4.jpg,"late,angiography,hypofluorescent,angiographynote,fluorescence,middle,blockage,spot,fluorescein,retinal,mas,leakage,early,foci,phase,macrocyst,transit,frame"," Late frame of fluorescein angiography.Notes: Late frame of fluorescein angiography: there was blockage of fluorescence by the macrocyst (arrows) with few foci of leakage (retinal mass was mostly hypofluorescent during early, middle and late fluorescein transits with few leakage spots in middle and late phases).",angiography,angiography,train,ROCO_19755,"Late frame of fluorescein angiography.Notes: Late frame of fluorescein angiography: there was blockage of fluorescence by the macrocyst (arrows) with few foci of leakage (retinal mass was mostly hypofluorescent during early, middle and late fluorescein transits with few leakage spots in middle and late phases).","late,angiography,hypofluorescent,angiographynote,fluorescence,middle,blockage,spot,fluorescein,retinal,mas,leakage,early,foci,phase,macrocyst,transit,frame",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3673965_opth-7-973f4.jpg,True,312,train_009154
ROCO_22804,PMC3347840_ARYA-7-011-g001.jpg,"longaxi,layer,right,aortic,epicardial,point,wall,thicknes,ultrasound,shape,visceral,pericardium,echofree,best,midline,outer,space,dashed,myocardium,ventricle,endsystole,red,annulu,echocardiographic,perpendicular,free,parasternal,beam,fat,effort,landmark,anatomic,view"," Echocardiographic epicardial fat thickness. Epicardial fat thickness (within red dashed shape) is identified as the echo-free space between the outer wall of the myocardium and the visceral layer of pericardium in the parasternal long-axis view. Epicardial fat thickness is measured during end-systole at the point on the free wall of the right ventricle along the midline of the ultrasound beam, with the best effort to be perpendicular to the aortic annulus, used as an anatomic landmark.",ultrasound,ultrasound,train,ROCO_22804,"Echocardiographic epicardial fat thickness. Epicardial fat thickness (within red dashed shape) is identified as the echo-free space between the outer wall of the myocardium and the visceral layer of pericardium in the parasternal long-axis view. Epicardial fat thickness is measured during end-systole at the point on the free wall of the right ventricle along the midline of the ultrasound beam, with the best effort to be perpendicular to the aortic annulus, used as an anatomic landmark.","longaxi,layer,right,aortic,epicardial,point,wall,thicknes,ultrasound,shape,visceral,pericardium,echofree,best,midline,outer,space,dashed,myocardium,ventricle,endsystole,red,annulu,echocardiographic,perpendicular,free,parasternal,beam,fat,effort,landmark,anatomic,view",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3347840_ARYA-7-011-g001.jpg,True,490,train_010585
ROCO_23802,PMC4064381_gr1.jpg,"pancreatic,postcontrast,distal,image,mas,yellow,mri,arrow", Post-contrast T1-weighted MRI image of distal pancreatic mass shown with yellow arrow.,mri,mri,train,ROCO_23802,Post-contrast T1-weighted MRI image of distal pancreatic mass shown with yellow arrow.,"pancreatic,postcontrast,distal,image,mas,yellow,mri,arrow",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4064381_gr1.jpg,True,86,train_011076
ROCO_80691,PMC3718399_aob-20-240-g01.jpg,"fracturesource,classification,spinalcanal,thecontinuou,radiograph,measurement,magerl,caffaro,t11,t12,interspinou,deficit,patient,distance,withb12,line,difference,avanzi,cord201149297301,neurological,mf,spinal,split,deni"," Measurement of the interspinous distance. Observe the interspinous split on the continuous line between T11 and T12. Radiograph representing patient classified with B1.2 fractureSource: Caffaro MFS, Avanzi O. Is there a difference between narrowing of the spinal canal and neurological deficits comparing Denis and Magerl classifications? Spinal Cord 2011;49:297-301",xray_radiograph,radiograph,train,ROCO_80691,"Measurement of the interspinous distance. Observe the interspinous split on the continuous line between T11 and T12. Radiograph representing patient classified with B1.2 fractureSource: Caffaro MFS, Avanzi O. Is there a difference between narrowing of the spinal canal and neurological deficits comparing Denis and Magerl classifications? Spinal Cord 2011;49:297-301","fracturesource,classification,spinalcanal,thecontinuou,radiograph,measurement,magerl,caffaro,t11,t12,interspinou,deficit,patient,distance,withb12,line,difference,avanzi,cord201149297301,neurological,mf,spinal,split,deni",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3718399_aob-20-240-g01.jpg,True,366,train_037555
ROCO_67407,PMC4840406_gr2.jpg,"arterial,pulmonary,right,arrow,confluent,defect,white,reformat,filling,coronal,nonocclusive,branch,artery,extensive,left,angiogram,order,contrast,ct"," Coronal reformat from contrast enhanced CT Pulmonary angiogram showed extensive confluent non-occlusive filling defect (white arrow) in a grossly dilated right pulmonary artery that extended to the 2nd, 3rd and 4th order pulmonary arterial branches. No filling defect was seen in the left pulmonary artery and its branches.",ct,ct,train,ROCO_67407,"Coronal reformat from contrast enhanced CT Pulmonary angiogram showed extensive confluent non-occlusive filling defect (white arrow) in a grossly dilated right pulmonary artery that extended to the 2nd, 3rd and 4th order pulmonary arterial branches. No filling defect was seen in the left pulmonary artery and its branches.","arterial,pulmonary,right,arrow,confluent,defect,white,reformat,filling,coronal,nonocclusive,branch,artery,extensive,left,angiogram,order,contrast,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4840406_gr2.jpg,True,323,train_031393
ROCO_68260,PMC5647538_RU-55-30511-g001.jpg,"bilateral,irregular,cavity,diagnosi,gpa,cavitation,solid,chest,nodule,typical,margin,ct"," Chest CT at diagnosis – bilateral solid nodules, cavitation with irregular, thickwalled cavity margins typical for GPA.",ct,ct,train,ROCO_68260,"Chest CT at diagnosis – bilateral solid nodules, cavitation with irregular, thickwalled cavity margins typical for GPA.","bilateral,irregular,cavity,diagnosi,gpa,cavitation,solid,chest,nodule,typical,margin,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5647538_RU-55-30511-g001.jpg,True,119,train_031770
ROCO_20301,PMC5282409_CRIRH2017-5245904.001.jpg,"effusion,pleural,chest,large,axial,small,pericardial,ct,left", Axial CT chest showing a large pericardial effusion with a small left pleural effusion.,ct,ct,train,ROCO_20301,Axial CT chest showing a large pericardial effusion with a small left pleural effusion.,"effusion,pleural,chest,large,axial,small,pericardial,ct,left",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5282409_CRIRH2017-5245904.001.jpg,True,87,train_009427
ROCO_36626,PMC5016963_13018_2016_430_Fig3_HTML.jpg,"reactive,trigonum,mri,o,edema", A T2-weighted MRI with reactive edema surrounding an os trigonum,mri,mri,train,ROCO_36626,A T2-weighted MRI with reactive edema surrounding an os trigonum,"reactive,trigonum,mri,o,edema",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5016963_13018_2016_430_Fig3_HTML.jpg,True,64,train_016997
ROCO_00912,PMC5042122_amjcaserep-17-686-g002.jpg,"ecmo,radiograph,chest,decannulation,time", Chest radiograph at the time of ECMO decannulation.,xray_radiograph,radiograph,train,ROCO_00912,Chest radiograph at the time of ECMO decannulation.,"ecmo,radiograph,chest,decannulation,time",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5042122_amjcaserep-17-686-g002.jpg,True,51,train_000447
ROCO_62219,PMC5008000_12886_2016_333_Fig2_HTML.jpg,"eye,fluorescein,hyperfluorescence,macular,angiogram,region,left", Fluorescein angiogram of the left eye. Hyperfluorescence is observed in the macular region,angiography,angiogram,train,ROCO_62219,Fluorescein angiogram of the left eye. Hyperfluorescence is observed in the macular region,"eye,fluorescein,hyperfluorescence,macular,angiogram,region,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5008000_12886_2016_333_Fig2_HTML.jpg,True,90,train_028947
ROCO_45398,PMC4799076_gr3.jpg,"surface,threelayered,layer,hyaline,arrowhead,saturation,signal,appearance,highintensity,fat,lowintensity,axial,intermediate,black,deepest,arrow,cartilage,patella,white,present,mri"," Three-layered appearance of the hyaline cartilage. Axial T2-weighted MRI of the patella with fat saturation, demonstrating the three-layered appearance of the hyaline cartilage. The deepest layer presents low-intensity signal (arrow); the intermediate layer, high-intensity signal (black arrowhead); and the surface layer, low-intensity signal (white arrowhead).",mri,mri,train,ROCO_45398,"Three-layered appearance of the hyaline cartilage. Axial T2-weighted MRI of the patella with fat saturation, demonstrating the three-layered appearance of the hyaline cartilage. The deepest layer presents low-intensity signal (arrow); the intermediate layer, high-intensity signal (black arrowhead); and the surface layer, low-intensity signal (white arrowhead).","surface,threelayered,layer,hyaline,arrowhead,saturation,signal,appearance,highintensity,fat,lowintensity,axial,intermediate,black,deepest,arrow,cartilage,patella,white,present,mri",mri,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4799076_gr3.jpg,True,362,train_021139
ROCO_46795,PMC2992925_IJO-58-437-g004.jpg,"angiography,eye,fluorescein,arteriovenou,fundu,phase,left", Late arterio-venous phase on fundus fluorescein angiography of the left eye,angiography,angiography,train,ROCO_46795,Late arterio-venous phase on fundus fluorescein angiography of the left eye,"angiography,eye,fluorescein,arteriovenou,fundu,phase,left",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2992925_IJO-58-437-g004.jpg,True,75,train_021789
ROCO_51085,PMC3121281_IJMR-133-504-g003.jpg,"pelvi,lesion,greater,lytic,appearance,fish,xray,expansile,femur,ap,ischium,trochanter,multiple,net,view,pubi,neck"," X-ray pelvis AP view showing multiple expansile lytic lesion with fish net appearance involving left ischium, pubis, left neck of femur and greater trochanter.",xray_radiograph,"xray,x ray",train,ROCO_51085,"X-ray pelvis AP view showing multiple expansile lytic lesion with fish net appearance involving left ischium, pubis, left neck of femur and greater trochanter.","pelvi,lesion,greater,lytic,appearance,fish,xray,expansile,femur,ap,ischium,trochanter,multiple,net,view,pubi,neck",xray_radiograph,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC3121281_IJMR-133-504-g003.jpg,True,159,train_023789
ROCO_58470,PMC5114192_btrt-4-49-g001.jpg,"central,consistent,large,axial,heterogenou,neurocytoma,calcification,hypodense,hyperdensity,ct"," Axial CT demonstrating a large hypodense central neurocytoma. Moderate, heterogenous hyperdensities are consistent with calcifications.",ct,ct,train,ROCO_58470,"Axial CT demonstrating a large hypodense central neurocytoma. Moderate, heterogenous hyperdensities are consistent with calcifications.","central,consistent,large,axial,heterogenou,neurocytoma,calcification,hypodense,hyperdensity,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5114192_btrt-4-49-g001.jpg,True,135,train_027227
ROCO_64389,PMC4237072_amjcaserep-15-501-g001.jpg,"head,interstitial,consistent,pancrea,uniform,abdoman,inflammation,ct,pancreatiti,enhancement"," CT of abdomen showing pancreas head stranding, with uniform enhancement, consistent with inflammation and interstitial pancreatitis.",ct,ct,train,ROCO_64389,"CT of abdomen showing pancreas head stranding, with uniform enhancement, consistent with inflammation and interstitial pancreatitis.","head,interstitial,consistent,pancrea,uniform,abdoman,inflammation,ct,pancreatiti,enhancement",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC4237072_amjcaserep-15-501-g001.jpg,True,132,train_029993
ROCO_56013,PMC2769435_1757-1626-0002-0000008399-004.jpg,"right,distal,occlusion,bifurcation,internal,common,arrow,carotid,artery,fill,angiogram,change,external"," Angiogram demonstrating occlusion of right internal carotid artery; the common carotid artery is shown (arrow A) and distal to the carotid bifurcation the external carotid fills normally (arrow B). However, the internal carotid artery is occluded (arrow C). These changes were seen bilaterally.",angiography,angiogram,train,ROCO_56013,"Angiogram demonstrating occlusion of right internal carotid artery; the common carotid artery is shown (arrow A) and distal to the carotid bifurcation the external carotid fills normally (arrow B). However, the internal carotid artery is occluded (arrow C). These changes were seen bilaterally.","right,distal,occlusion,bifurcation,internal,common,arrow,carotid,artery,fill,angiogram,change,external",angiography,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2769435_1757-1626-0002-0000008399-004.jpg,True,294,train_026096
ROCO_63907,PMC2714570_ATM-04-143-g002.jpg,"surgical,emphysema,chest,pneumomediastinum,pneumopericardium,ct"," CT chest showing pneumomediastinum, pneumopericardium and surgical emphysema",ct,ct,train,ROCO_63907,"CT chest showing pneumomediastinum, pneumopericardium and surgical emphysema","surgical,emphysema,chest,pneumomediastinum,pneumopericardium,ct",ct,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC2714570_ATM-04-143-g002.jpg,True,76,train_029764
ROCO_56199,PMC5498890_13000_2017_643_Fig1_HTML.jpg,"urinary,umbilicu,bladder,hollow,ultrasound,connection,black,structure,arrow,finding,tubular,possible", Ultrasound findings. There was a tubular structure (black arrow) traced from umbilicus with possible connection to the urinary bladder (hollow arrow),ultrasound,ultrasound,train,ROCO_56199,Ultrasound findings. There was a tubular structure (black arrow) traced from umbilicus with possible connection to the urinary bladder (hollow arrow),"urinary,umbilicu,bladder,hollow,ultrasound,connection,black,structure,arrow,finding,tubular,possible",ultrasound,/kaggle/input/datasets/shareef0612/roco-radiology/ROCO Radiology/images/train_set/PMC5498890_13000_2017_643_Fig1_HTML.jpg,True,149,train_026176
